country,split,MASE,sMAPE,MSE,RMSE,MAPE,PI_coverage_80,n_forecasts
DE,dev,1.9058808988853588,16.24262845601852,118198926.4385622,10871.93296698256,18.223753800976546,99.8015873015873,2520
