timestamp,strategy,reason,duration_s,mase_before,mase_after,pi_coverage_before,pi_coverage_after
2020-06-13 09:00:00+00:00,rolling_refit,initial,4.298395395278931,,,,
2020-06-14 00:00:00+00:00,rolling_refit,scheduled,4.232152938842773,,,,
2020-06-15 00:00:00+00:00,rolling_refit,scheduled,4.049090147018433,,,,
2020-06-16 00:00:00+00:00,rolling_refit,scheduled,3.862415313720703,,,,
2020-06-17 00:00:00+00:00,rolling_refit,scheduled,4.108779430389404,,,,
2020-06-18 00:00:00+00:00,rolling_refit,scheduled,4.2969207763671875,,,,
2020-06-19 00:00:00+00:00,rolling_refit,scheduled,4.260856628417969,,2.8676620878595256,,55.35714285714286
2020-06-20 00:00:00+00:00,rolling_refit,scheduled,4.042619228363037,2.8676620878595256,2.599722278559453,55.35714285714286,60.71428571428571
2020-06-21 00:00:00+00:00,rolling_refit,scheduled,3.877173662185669,2.599722278559453,2.1122876871869014,60.71428571428571,70.23809523809523
2020-06-22 00:00:00+00:00,rolling_refit,scheduled,3.745922803878784,2.1122876871869014,1.861646788332306,70.23809523809523,74.40476190476191
2020-06-23 00:00:00+00:00,rolling_refit,scheduled,4.066304683685303,1.861646788332306,1.5834163298325392,74.40476190476191,82.73809523809523
2020-06-24 00:00:00+00:00,rolling_refit,scheduled,4.107370138168335,1.5834163298325392,1.3559055317812134,82.73809523809523,88.69047619047619
2020-06-25 00:00:00+00:00,rolling_refit,scheduled,3.93874454498291,1.3559055317812134,1.1293727805513702,88.69047619047619,93.45238095238095
2020-06-26 00:00:00+00:00,rolling_refit,scheduled,4.132479429244995,1.1293727805513702,0.9890056621735728,93.45238095238095,93.45238095238095
2020-06-27 00:00:00+00:00,rolling_refit,scheduled,3.9408340454101562,0.9890056621735728,1.0061468583858286,93.45238095238095,92.26190476190477
2020-06-28 00:00:00+00:00,rolling_refit,scheduled,4.322982311248779,1.0061468583858286,0.9695701154932339,92.26190476190477,92.26190476190477
2020-06-29 00:00:00+00:00,rolling_refit,scheduled,3.9920387268066406,0.9695701154932339,0.8533916942712947,92.26190476190477,98.21428571428571
2020-06-30 00:00:00+00:00,rolling_refit,scheduled,4.321816921234131,0.8533916942712947,0.7894655189625466,98.21428571428571,98.21428571428571
2020-07-01 00:00:00+00:00,rolling_refit,scheduled,3.7963168621063232,0.7894655189625466,0.7813168899404578,98.21428571428571,98.21428571428571
2020-07-02 00:00:00+00:00,rolling_refit,scheduled,4.155621528625488,0.7813168899404578,0.7554412850551091,98.21428571428571,97.61904761904762
2020-07-03 00:00:00+00:00,rolling_refit,scheduled,4.479557037353516,0.7554412850551091,0.7394121781852209,97.61904761904762,97.61904761904762
2020-07-04 00:00:00+00:00,rolling_refit,scheduled,3.928642511367798,0.7394121781852209,0.7831566620973589,97.61904761904762,97.02380952380952
2020-07-05 00:00:00+00:00,rolling_refit,scheduled,4.271214485168457,0.7831566620973589,0.7938492637514162,97.02380952380952,96.42857142857143
2020-07-06 00:00:00+00:00,rolling_refit,scheduled,4.280596971511841,0.7938492637514162,0.7216131109276416,96.42857142857143,96.42857142857143
2020-07-07 00:00:00+00:00,rolling_refit,scheduled,4.0028979778289795,0.7216131109276416,0.7198538621038709,96.42857142857143,96.42857142857143
2020-07-08 00:00:00+00:00,rolling_refit,scheduled,3.499021291732788,0.7198538621038709,0.7045625961761501,96.42857142857143,96.42857142857143
2020-07-09 00:00:00+00:00,rolling_refit,scheduled,3.9042539596557617,0.7045625961761501,0.7031113702270214,96.42857142857143,97.02380952380952
2020-07-10 00:00:00+00:00,rolling_refit,scheduled,3.9133427143096924,0.7031113702270214,0.728844607900102,97.02380952380952,97.02380952380952
2020-07-11 00:00:00+00:00,rolling_refit,scheduled,3.813969612121582,0.728844607900102,0.7807651204956487,97.02380952380952,96.42857142857143
2020-07-12 00:00:00+00:00,rolling_refit,scheduled,4.420284986495972,0.7807651204956487,0.8059608344491348,96.42857142857143,95.83333333333334
2020-07-13 00:00:00+00:00,rolling_refit,scheduled,3.8893909454345703,0.8059608344491348,0.8542901365437486,95.83333333333334,95.83333333333334
2020-07-14 00:00:00+00:00,rolling_refit,scheduled,4.093888998031616,0.8542901365437486,0.841793179006576,95.83333333333334,95.83333333333334
2020-07-15 00:00:00+00:00,rolling_refit,scheduled,4.245660781860352,0.841793179006576,0.8257391582523503,95.83333333333334,95.83333333333334
2020-07-16 00:00:00+00:00,rolling_refit,scheduled,4.134618043899536,0.8257391582523503,0.8203712619379547,95.83333333333334,95.83333333333334
2020-07-17 00:00:00+00:00,rolling_refit,scheduled,4.375610589981079,0.8203712619379547,0.7923421977902217,95.83333333333334,95.83333333333334
2020-07-18 00:00:00+00:00,rolling_refit,scheduled,4.082672119140625,0.7923421977902217,0.7581750307061935,95.83333333333334,96.42857142857143
2020-07-19 00:00:00+00:00,rolling_refit,scheduled,4.017382860183716,0.7581750307061935,0.7630043796806958,96.42857142857143,95.83333333333334
2020-07-20 00:00:00+00:00,rolling_refit,scheduled,4.070868730545044,0.7630043796806958,0.7526787114896613,95.83333333333334,95.83333333333334
2020-07-21 00:00:00+00:00,rolling_refit,scheduled,3.875239372253418,0.7526787114896613,0.7588416651478804,95.83333333333334,95.83333333333334
2020-07-22 00:00:00+00:00,rolling_refit,scheduled,3.906489610671997,0.7588416651478804,0.7535077696538975,95.83333333333334,95.83333333333334
2020-07-23 00:00:00+00:00,rolling_refit,scheduled,4.17877721786499,0.7535077696538975,0.7519899425137258,95.83333333333334,95.83333333333334
